ID;LABEL;ARTICLE
268;human;Pomocnik Górnika Łęczna Marquitos i napastnik Lecha Poznań Nicki Bille są w podobnym wieku. Hiszpan ma 29 lat i jest starszy o rok od lechity. Duńczyk to piłkarski obieżyświat, który zwiedził już kilka krajów. Od 2010 do 2012 roku grał w Hiszpanii: w Villarreal, Elche i Rayo Vallecano. W rezerwach tego pierwszego klubu rozegrał 33 mecze i strzelił pięć goli w sezonie 2010/11. Podstawowym graczem Villarreal B był w tamtym sezonie także Marquitos (dwie bramki w 38 spotkaniach). W meczu z Valladolid (piłkarzem tego klubu był wówczas Sisi, dziś gracz Kolejorza) Villarreal wygrał 2:0, a po jednym golu strzelili właśnie Nicki Bille i Marquitos. Teraz obaj mają szansę spotkać się przy okazji sobotniego pojedynku ekstraklasy między Górnikiem Łęczna i Lechem Poznań. - Znam ten zespół, ponieważ grałem kiedyś z jednym zawodnikiem Górnika w jednej drużynie. To Marquitos, z którym występowaliśmy razem w Villarreal - mówi Nicki Bille w rozmowie z dziennikarzem Lech TV . - Nie wiedziałem, że gra teraz w Górniku. Byłem zaskoczony, gdy zobaczyłem go w kadrze zespołu z Łęcznej, bo w Villareeal Marquitos był jednym z jednym z najważniejszych zawodników w drugim zespole. Wcześniej jako młody zawodnik zagrał już sporo meczów w Primera Divicsion. To bardzo dobry piłkarz - uważa Duńczyk z Lecha Poznań. O ile Nicki Bille wyjdzie raczej w podstawowym składzie Kolejorza, o tyle występ Marquitosa wcale nie jest pewny. Po raz ostatni Hiszpan zagrał dla zespołu z Łęcznej 12 marca. Ostatnio grał w drugiej drużynie Górnika w spotkaniu IV ligi przeciwko Unii Hrubieszów.
269;human;Wygrana daje krakowianom pewny awans, a jeszcze miesiąc temu zespół był w strefie spadkowej. Teraz wszystko jest w nogach, głowach i rękach piłkarzy. Wisła przygotowuje się do - jak podkreśla trener Wdowczyk - najważniejszego meczu w sezonie. - Gramy u siebie przed wspaniałą publicznością i znajomymi. Nie wyobrażam sobie, byśmy nie wygrali - zaznacza Wdowczyk. - O niczym innym nie myślę tylko o tym spotkaniu. Mam nadzieję, że to będzie nasz wieczór. Zarówno trener, jak i Arkadiusz Głowacki, kapitan zespołu zdaję sobie sprawę jaka temu spotkaniu towarzyszy presja. - U sportowca charakter jest niezbędny, bo pomaga w wygrywaniu. W tym meczu równie ważne będzie też radzenie sobie z emocjami - podkreśla Głowacki. - Nie możemy sobie pozwolić na błędy, bo Zagłębie to silny rywal. Mecz może układać się różnie, ale na koniec to my musimy wygrać. Wisła dawno nie był w takiej sytuacji, że musi wygrać jeden jedyny mecz, by osiągnąć cel. - Jeśli sięgnę pamięcią, to wydaje mi się, że ten mecz jest jeszcze ważniejszy niż lata temu gdy graliśmy o mistrzostwo. Gdy zdobywaliśmy tytuł, to jedna porażka nie byłaby aż tak bolesna, bo można było później nadrobić. Chyba tylko raz ze Śląskiem Wrocław tak było [w sezonie 2008/2009] - wspomina Głowacki. - Wtedy i teraz presja jest wielka. W sobotę decyduje się , czy zagramy o utrzymanie czy o europejskie puchary. - Tylko głupcy się nie obawiają. Arek i ja również w wielu takich sytuacjach byliśmy. Zdajemy sobie sprawę z rangi spotkania - dodaje trener Wdowczyk.- Nie trzeba piłkarzy mobilizować. Wiedzą o co grają i jak ważne jest to spotkanie także dla kibiców. Podchodzę spokojnie i chłodno do tego. Mamy dużo atutów. Może przed meczem trochę łydki będą drżeć, ale po pierwszym gwizdku to wszystko minie. Rzecznik prasowy Wisły poinformował, że około godz. 14 liczba sprzedanych biletów na mecz z Zagłębiem przekroczyła 16 tysięcy.
270;human;Lech Poznań spisuje się wiosną znacznie poniżej oczekiwań. Jesienią, gdy zanotował świetną passę dziewięciu meczów bez porażki, w kibicach Kolejorza odżyła nadzieja na sukcesy. W tym roku mistrz Polski wygrał cztery mecze, ale też cztery przegrał, notując rekordową w swej historii liczbę 13 porażek. Na osłodę pozostał awans do finału Pucharu Polski, gdzie jednak poznaniaków czeka trudna konfrontacja z Legią Warszawa. - Wydaje mi się, że na razie nasza sytuacja wcale nie jest zła - uważa trener Jan Urban. - Jesteśmy w finale Pucharu Polski, czyli tam, gdzie chcieliśmy być. I jest to jedna z dróg, aby zagrać w europejskich pucharach, ale będziemy się też liczyć w lidze w walce o puchary - dodaje szkoleniowiec Lecha. Jan Urban nie ukrywa jednak, że nie jest zadowolony z gry swojego zespołu, ale nie narzeka. - Na teraz nie wymagam od drużyny, żeby grała widowiskowo. Skuteczności? Tym bardziej. Przy tych problemach i tak strzelamy dużo bramek - uważa Urban i dodaje: - Chciałbym, żebyśmy grali lepiej, bardziej widowiskowo, ale w tym sezonie działo się tak wiele różnych rzeczy, że naprawdę trudno o stabilizację. Jesienią rotowaliśmy składem, robiliśmy sporo zmian, bo było duże natężenie meczów. Wiosną już nie chcieliśmy tylu zmian. Chcieliśmy stabilizacji, a w każdym meczu musieliśmy dokonywać tylu zmian. Byliśmy do nich po prostu zmuszeni - tłumaczy trener Lecha. Jan Urban jeszcze nie wie, czy poprowadzi poznański zespół w przyszłym sezonie. To zależy od tego, czy Lech zrealizuje postawiony cel, czyli czy wywalczy awans do europejskich pucharów. Aktualny szkoleniowiec już jednak myśli o przyszłym sezonie. Już teraz zdaje sobie bowiem sprawę, że latem zespół będzie czekać przebudowa. Są piłkarze, którzy mogą zostać sprzedani (Linetty, Kadar, Arajuuri), są tacy, którym kończą się kontrakty (Kamiński, Lovrencsics, Volkov, Sisi) i nie wiadomo, czy zostaną przedłużone. - W Lechu potrzebne są zmiany. Dlatego nasza aktywność, jeśli chodzi o obserwację potencjalnych nowych piłkarzy, już teraz jest dosyć spora - nie kryje Jan Urban. W sobotę mistrz Polski zagra na wyjeździe z Górnikiem Łęczna w ostatniej kolejce rundy zasadniczej ekstraklasy. - Gramy w zasadzie o dwa punkty, bo już teraz zaczynamy rundę finałową - mówi Jan Urban. Lech już nie poprawi szóstego miejsca w tabeli, może jedynie je stracić. Jeśli przegra w Łęcznej, a Ruch Chorzów pokona Lechię Gdańsk. Jeśli Kolejorz wygra, to utrzyma szóstą lokatę i rundę finałową zacznie od wyjazdowego starcia z Legią w Warszawie. Nawet po podziale punktów strata poznaniaków do lidera będzie bardzo duża, w siedmiu meczach w zasadzie nie do odrobienia, ale do miejsca na podium gwarantującego grę w europejskich pucharach Lech będzie tracił maksymalnie cztery punkty. - Jeśli zdołamy awansować do europejskich pucharów, to ten sezon uznamy za dobry, o ile nie bardzo dobry, biorąc pod uwagę, ile złego wydarzyło się w całym tym sezonie - uważa szkoleniowiec Kolejorza.
271;human;W sobotę odbędzie się ostatnia kolejka rundy zasadniczej w ekstraklasie. Do niedawna sytuacja wyglądała tak, że szansę na dwa pozostałe miejsca w grupie mistrzowskiej miało siedem klubów. Teraz jest inaczej, a wszystko przez decyzję Trybunału Arbitrażowego ds. Sportu przy Polskim Komitecie Olimpijskim. Zadecydował on bowiem, że wstrzymuje postanowienie Komisji Odwoławczej ds. Licencji Klubowych PZPN w sprawie odebrania Lechii jednego punktu (kara za to, że klub z Gdańska nie dowiódł w wymaganym terminie, że nie posiada zaległości finansowych). Tym samym zespół z Gdańska ma obecnie 36 punktów, a nie 35. Po decyzji Trybunał Arbitrażowy ds. Sportu przy Polskim Komitecie Olimpijskim zmianie uległa też sytuacja Jagiellonii w walce o grupę mistrzowską. Dotychczas sprawa wyglądała następująco. Awans do czołowej ósemki podopiecznym Michała Probierza dawała wygrana w Gliwicach z Piastem przy równoczesnym braku zwycięstwa Wisły Kraków nad Zagłębiem Lubin oraz Podbeskidzia Bielsko-Biała nad Termalicą Nieciecza. Teraz sytuacja wygląda tak, że przy wygranej Lechii w ostatniej kolejce rundy zasadniczej z Ruchem Chorzów Jagiellonia musi wygrać oraz liczyć na stratę punktów przez Wisłę (mecz Podbeskidzie - Termalica nie ma znaczenia). Natomiast przy innym wyniku pojedynku w Gdańsku Jagiellonia nadal musi wygrać i liczyć na stratę punktów przez Wisłę oraz Podbeskidzie.
272;human;Przed rozpoczęciem tegorocznych rozgrywek różnica pomiędzy lublinianami, a Stalą była minimalna - wynosiła zaledwie jeden punkt. Gospodarze wystartowali jednak słabo. Najpierw zremisowali w Przemyślu ze słabiutką Polonią. Potem nieoczekiwanie przegrali u siebie z Lewartem Lubartów 1:2. Dopiero w trzeciej serii spotkań zespół trenera Marcina Wołowca jakby się przebudził i w derbach Rzeszowa gładko, bo aż 3:0 pokonał Resovię, i to na boisku rywala. Na razie trudno powiedzieć, czy był to jednorazowy wyskok drużyny znad Wisłoka, czy też forma piłkarzy Stali rzeczywiście rośnie, bo w piłkę to oni grać potrafią. Najlepszym tego dowodem jest to, że mają w swoich szeregach wieli graczy z ekstraklasową przeszłością. Barw Cracovii swego czasu bronili: obrońca Arkadiusz Baran, pomocnik Sławomir Szeliga i napastnik Łukasz Szczoczarz. Natomiast w Górniku Łęczna i gliwickim Piaście grał Piotr Prędota. Zresztą ten ostatni jest wychowankiem... Motoru i grał w tym klubie przez wiele sezonów. Jest on też najlepszym snajperem Stali - do tej pory zdobył 12 bramek. Z kolei zespół trenera Tomasza Złomańczuka wystartował bardzo dobrze. W trzech dotychczasowych spotkaniach lublinianie zawsze schodzili z murawy w roli zwycięzców. Motor pokonał kolejno Tomasovię Tomaszów Lubelski na Arenie Lublin 3:1, Izolatora w Boguchwale 2:0, oraz w takim samym stosunku JKS 1909 Jarosław u siebie. Tak więc lublinianie punktu jeszcze tej wiosny nie stracili, natomiast ponieśli stratę innego rodzaju, mianowicie groźnej kontuzji złamania nogi doznał Paweł Myśliwiecki. Piłkarz jest już po operacji, ale - co zrozumiale - czeka go teraz dłuższa przerwa w występach. W rundzie jesiennej lublinianie pokonali Stal 1:0, a strzelcem gola był Artur Gieraga. - Jesteśmy zwarci, gotowi i pod każdym względem zmobilizowani - dodaje prezes Leszcz. - Wrócił już do pełnej dyspozycji Rafał Król, więc sztab szkoleniowy będzie miał większe pole manewru. Liczymy na zwycięstwo, ale pragnę przypomnieć, że ligi nie wygrywa się jednym meczem, lecz postawą w całym sezonie, a na razie to my jesteśmy wyżej i niech rywale się martwią.
273;human;Płocczanie przystąpili do meczu w zmienionym składzie. Na środku obrony partnerem Bartłomieja Sielewskiego był pozyskany w przerwie zimowej Damian Byrtek, dla którego był to debiut w Wiśle. Szkoleniowiec Wisły nie mógł skorzystać z etatowego obrońcy Patryka Stępińskiego, który pauzował za kartki. Do podstawowego składu wrócili za to: Piotr Wlazło i Fabian Hiszpański. Pierwszy z nich borykał się urazem mięśniowym, wystąpił już w poprzednim meczu z Sandecją Nowy Sącz, ale wszedł na boisko z ławki, spędził na boisku pół godziny. Hiszpański, który zimą po półrocznej przygodzie w ekstraklasie wrócił do Wisły, wiosną nie mógł liczyć na miejsce w podstawowym składzie. Wystąpił we wszystkich tegorocznych meczach, ale wchodził do gry z ławki. - Tanio skóry nie sprzedamy, pokażemy wszystkie nasze atuty. Każdy piłkarz będzie walczakiem, gryzł trawę. Wszystko po to, by trzy punkty zostały w Gudziądzu - zapowiadał przed meczem trener Olimpii Jacek Paszulewicz. Gospodarze szczególnie w pierwszej połowie byli stroną dominującą. Stworzyli więcej sytuacji, groźne były ich strzały z dystansu. Ale bardzo dobrze w płockiej bramce spisywał się Seweryn Kiełpin, który ratował zespół przed utratą gola. Płocczanie najlepszą okazję do strzelenia gola mieli w 35. minucie. Po tym, jak w polu karnym gospodarzy faulowany był pomocnik Wisły Dimitar Iliev sędzia podyktował rzut karny. Nafciarze nie zdołali skorzystać w takiej okazji. Z 11 metrów pomylił się Cezary Stefańczyk. Podopieczni trenera Marcina Kaczmarka dobrze zaczęli drugą część gry, a w 57. minucie po trafieniu Mikołaja Lebedyńskiego objęli prowadzenie. Mieli jeszcze okazję podwyższyć wynik, ale to gospodarze zdołali doprowadzić do wyrównania. Gola z rzutu karnego strzelił Brazylijczyk Nildo. Ten 32-letni napastnik zdobył już czwartego gola w piątym występie. Piłkarze Wisły mimo starań nie zdołali przechylić szali zwycięstwa na własną korzyść, ostatecznie mecz zakończył się remisem. To pierwszy ligowy mecz w tym roku, w którym stracili gola.
274;human;Kiedy piłkarze trenera Zbigniewa Smółki wychodzili w sobotę w południe na boisko w Katowicach, znali już wyniki Arki Gdynia i Wisły Płock. Obaj liderzy I ligi stracili punkty remisując swoje piątkowe mecze (Miedź - Arka 0:0, Olimpia Grudziądz - Wisła Płock 1:1). Cel bydgoszczan był więc jeden - liczyło się tylko zwycięstwo. Zawisza zagrał z kilkoma zmianami w składzie. Nie mógł wystąpić Kamil Drygas (z powodu żółtych kartek). Łukasz Sapela leczy kontuzję, a Jakub Łukowski i Maciej Kona odpoczywali po tym, jak zostali potrąceni przez samochód. Trener Smółka dał także szansę występu na środku obrony Toni Markiciovi, który zastąpił Piotra Stawarczyka. W wyjściowej jedenastce znalazł się także Portugalczyk Mica. Rywal nie był łatwy, bo piłkarze Rozwoju broniący się przed spadkiem wygrali ostatnie trzy mecze (w tym jeden walkowerem z Dolcanem Ząbki). Prowadzenie zawiszanom zapewnił Szymon Lewicki. To był pierwszy gol najskuteczniejszego zawodnika jesieni. Szkoleniowiec na wiosnę nie korzystał z niego zbyt często. Narzekał na brak zaangażowania). Lewicki ma jednak nosa do strzelania goli i w 28 min zdobył swoją 12. bramkę w sezonie po akcji Karola Danielaka. Zawiszanie mieli wcześniej dobrą okazję, ale zmarnował ją Karol Angielski. Niestety prowadzenia nie utrzymali do końca pierwszej połowy. W 43 min wyrównał Tomasz Wróbel. Oba zespoły miały jeszcze kolejne szanse. Po przerwie sytuacja wyglądała dla Zawiszy dramatycznie, kiedy w 78 min czerwoną kartkę zobaczył Jean-Yves M'voto. Bydgoszczanie walczyli jednak o pełną pulę i mieli Lewickiego. W 90 min był na miejscu i dobił strzał przewrotką Jakuba Smektały. Minutę później strzelił celnie po raz trzeci zza pola karnego.
275;human;"Po fatalnych występach w poprzedniej kolejce piłkarze Piasta i Jagiellonii obiecywali, że w sobotę będą ""gryźli trawę"". Wystarczył jednak rzut oka, by dojść do wniosku, że tej gliwickiej... przydałaby się chwila wolnego. Było grząsko, nierówno, a w okolicach obydwu bramek królowało błoto. Mimo to od pierwszych minut mecz toczył się w całkiem niezłym tempie. Długo z kolei brakowało dogodnych sytuacji bramkowych. Bo zaliczyć do tej kategorii strzału z dystansu Rafała Grzyba czy ""główki"" Bartosza Szeligi się nie dało. Ale to właśnie skrzydłowy Piasta w 37. minucie jako pierwszy tego dnia pokazał, co to znaczy naprawdę zagrozić golkiperowi rywali. Ba, wyprowadził gliwiczan na prowadzenie! Spora w tym zasługa Heberta, który podawał z własnej połowy, a także... Igorsa Tarasovsa. Wydawało się, że stoper gości spokojnie ten atak ""skasuje"", ale zupełnie się pogubił i dał się wyprzedzić Szelidze. W efekcie po pierwszych 45 minutach zanosiło się na trzecią z rzędu ligową porażkę ""Jagi"". Druga część spotkania rozpoczęła się od jasnego przekazu ze strony kibiców gospodarzy. - Gramy o mistrza! - skandowali. Już chwilę później mogli natomiast cieszyć się z drugiej bramki, bo przed kolejną dobrą szansą stanął Szeliga. Miał dużo czasu, by przymierzyć, ale przestrzelił. Co na to ekipa Michała Probierza? Odgryzała się próbami Fedora Cernycha czy Gutiego, ale Jakub Szmatuła wciąż napocić się nie musiał. Gorzej miał Krzysztof Baran, którego w 65. minucie solidnie przetestował - a jakże - Szeliga. Tu bramkarz Jagiellonii jeszcze zdołał swoją drużynę uratować, ale chwilę potem i tak musiał wyjąć piłkę z siatki. Przypomniał o sobie Martin Nespor, który sfinalizował głową dośrodkowanie z rzutu rożnego Kamila Vacka. W tym momencie emocje właściwie się skończyły. Jagiellonia - owszem - pod polem karnym gospodarzy gościła regularnie, ale pomysłu na zagrożenie Szmatule niezmiennie jej brakowało."
276;human;"Białostoczanie przed ostatnią kolejką rundy zasadniczej mieli niewielką szansę na awans do grupy mistrzowskiej. Do piątku sprawa wyglądała następująco. Awans do czołowej ósemki ekstraklasy Jagiellonii dawała wygrana w Gliwicach przy równoczesnym braku zwycięstwa Wisły Kraków nad Zagłębiem Lubin oraz Podbeskidzia Bielsko-Biała nad Termalicą Nieciecza. W piątek sytuacja uległa zmianie. Wtedy Trybunał Arbitrażowy ds. Sportu przy Polskim Komitecie Olimpijskim zawiesił wykonanie kary, którą nałożył na Lechię Polski Związek Piłki Nożnej. Oznaczało to, że zespół z Gdańska odzyskał odebrany wcześniej punkt (kara za to, że klub z Gdańska nie dowiódł w wymaganym terminie, że nie posiada zaległości finansowych) i tym samym w tabeli miał 36, a nie 35 ""oczek"". Po tej decyzji sytuacja Jagiellonii w walce o grupę mistrzowską wyglądała następująco: przy wygranej Lechii z Ruchem Chorzów białostoczanie musieli wygrać oraz liczyć na stratę punktów przez Wisłę (mecz Podbeskidzie - Termalica w tym momencie nie miał znaczenia). Natomiast przy innym wyniku pojedynku w Gdańsku Jagiellonia nadal musiała wygrać z Piastem i liczyć na stratę punktów przez Wisłę oraz Podbeskidzie. Ponadto Polski Związek Piłki Nożnej wydał oświadczenie, że Trybunał Arbitrażowy przy PKOl sprawą odwołania Lechii w ogóle nie powinien się zajmować. Z kolei Ekstraklasa SA zwrócił się z oficjalną prośbą do Trybunału Arbitrażowego o pilne rozstrzygnięcie w sprawie Lechii. Zamieszanie było więc spore, ale jedno było niezmienne - Jagiellonia myśląc o czołowej ósemce musiała na pewno wygrać w Gliwicach. Co nie było łatwą sprawą, bo będący na drugim miejscu w tabeli Piast na własnym stadionie w obecnym sezonie przegrał tylko jeden mecz."
277;human;Skład Lecha Poznań jest niemal taki sam jak we wtorek, gdy Lech Poznań grał w Sosnowcu o awans do finału Pucharu Polski. Po meczu z Zagłębiem kontuzje ma Gergo Lovrencsics i jego miejsce w jedenastce zajął Karol Linetty. Więcej zmian nie ma. Dla reprezentanta Polski to powrót do pierwszego składu po miesięcznej przerwie spowodowanej problemami z żebrem. Trener Jan Urban nie mógł zabrać do Łęcznej aż ośmiu graczy i znów zostałby niemal bez ofensywnych zawodników w rezerwie. Do kadry włączył więc napastnika Piotra Kurbiela i skrzydłowego Krystiana Sanockiego, którzy na co dzień występują w trzecioligowych rezerwach Kolejorza. Skład Lecha Poznań: Jasmin Burić - Tomasz Kędziora, Marcin Kamiński, Paulus Arajuuri, Tamas Kadar - Łukasz Trałka, Abdul Tetteh - Maciej Gajos, Karol Linetty, Darko Jevtić - Nicki Bille. Rezerwowi Lecha Poznań: Mateusz Lis, Robert Gumny, Vladimir Volkov, Kamil Jóźwiak, Piotr Kurbiel, Dariusz Dudka, Krystian Sanocki.
278;human;Raków z kretesem przegrał sobotni mecz z GKS-em Tychy. W pierwszych 25 minutach stracił aż pięć goli, a po przerwie trzy kolejne. To był blamaż, kompromitujący występ, którzy drużynie nie powinien się przytrafić. Dlaczego się przytrafił. Trenerzy na gorąco nie byli w stanie wiele powiedzieć. Zdaniem Przemysława Cecherza, mecz ustawiły szybko stracone bramki. - Dzisiaj drużyna nie była w stanie się podnieść. Była gorsza w każdym piłkarskim elemencie i, niestety, wynik jest kompromitujący. Będziemy jednak musieli szybko przestać rozpamiętywać ten mecz i myśleć o tym, co będzie nas czekać w przyszłości. Rozmawialiśmy już z zawodnikami. Chwilę, dlatego że po takim meczu na emocjach nie wolno za dużo mówić, bo można powiedzieć jakieś głupoty. Trzeba samemu się uspokoić, poczekać aż zawodnicy się uspokoją, żeby nie skoczyli sobie do gardeł. Na dalsze rozmowy przyjdzie czas później. Na rozmowy i pracę - podsumował Cecherz. Krzysztof Kołaczyk, który prowadzi drużynę z Przemysławem Cecherzem był porażką zdruzgotany. - Nie wiem, co się dzisiaj stało. Tychy grały koncert, wszystko im wychodziło, a my nie potrafiliśmy się im przeciwstawić - komentował Kołaczyk. - Po tym meczu podstawowe pytanie jest takie, czy będziemy w stanie szybko się pozbierać. Jeśli tak, jeśli za tydzień zagramy w Bytomiu dobry mecz, to to, co się dzisiaj stało dodatkowo nas wzmocni. Jeśli się nie pozbieramy, będziemy mieć problem. Rywale nas dzisiaj zmasakrowali, przegraliśmy bitwę z GKS-em, ale wojna jest jeszcze do wygrania. Powiedziałem to chłopakom w szatni. Wiem, że weekend będzie dla nas wszystkich bardzo trudny, ale liczę, że zawodnicy przyjdą w poniedziałek na trening i będą w pełni gotowi do pracy. Fatalny występ przeciwko GKS-owi, a także wyjazdowe porażki w Radomiu i Mielcu nakazują zastanowić się na tym, czy zespół został dobrze przygotowany do rundy wiosennej. Wygląda na to, że rywale wyczuli, że Raków nie gra tak jak powinien, nie mają już takiego respektu i grając odważnie, obnażają słabości drużyny.
279;human;"Na kielecki stadion piłkarze Górnika jechali z nadzieją na pierwsze w tym roku ligowe zwycięstwo. Ponieśli jednak porażkę, ale na tym nie koniec. Kiedy po ostatnim gwizdku sędziego podeszli do swoich kibiców, ci nakazali im oddać koszulki. Drużyna posłuchała. Podczas pomeczowej konferencji prasowej trener Jan Żurek nie chciał tego komentować. Przypomnijmy, że podobna sytuacja miała ostatnio miejsce we Wrocławiu, po porażce tamtejszego Śląska z Zagłębiem Lubin. Górnik nie wygrał ani jednego spośród dziewięciu tegorocznych meczów. Cały jego wiosenny dorobek to cztery punkty i cztery bramki. Po podziale punktów zespół Żurka traci do bezpiecznej strefy cztery ""oczka""."
280;human;"Na kielecki stadion piłkarze Górnika jechali z nadzieją na pierwsze w tym roku ligowe zwycięstwo. Ponieśli jednak porażkę, ale na tym nie koniec. Kiedy po ostatnim gwizdku sędziego podeszli do swoich kibiców, ci nakazali im oddać koszulki. Drużyna posłuchała. Podczas pomeczowej konferencji prasowej trener Jan Żurek nie chciał tego komentować. Przypomnijmy, że podobna sytuacja miała ostatnio miejsce we Wrocławiu, po porażce tamtejszego Śląska z Zagłębiem Lubin. Górnik nie wygrał ani jednego spośród dziewięciu tegorocznych meczów. Cały jego wiosenny dorobek to cztery punkty i cztery br""Do tej niecodziennej sytuacji, którą dzisiaj przeżywamy, nie doszłoby, gdyby nie wczorajsza decyzja Trybunału Arbitrażowego ds. Sportu przy Polskim Komitecie Olimpijskim o wstrzymaniu wykonalności kary jednego ujemnego punktu dla Lechii Gdańsk. Ruch już teraz byłby pewny miejsca w ósemce. Decyzja Trybunału wywołała jednak bardzo duże zamieszanie i jeszcze trochę poczekamy na jej ostateczne rozstrzygnięcie. Kara została zawieszona, a nie anulowana. Ekstraklasa zwróciła się oficjalnie do Trybunału, by rozstrzygnął tę kwestię najpóźniej do poniedziałku. Jeśli kara ujemnego punktu dla Lechii zostanie wykonana, to Ruch wróci do ósemki"" - informuje chorzowski klub. Są duże wątpliwości co do tego, czy Trybunał mógł rozstrzygać w tej sprawie. PZPN stoi na stanowisku, że tego prawa nie miał, ponieważ Trybunał może interweniować w kwestiach dyscyplinarnych, a nie regulaminowych, jaką była decyzja o odjęciu Lechii punktu. Trybunał zawiesił decyzję Komisji Licencyjnej, a nie Dyscyplinarnej. Na dodatek Lechia nie wystąpiła o wymaganą w takich przypadkach zgodę na arbitraż.amki. Po podziale punktów zespół Żurka traci do bezpiecznej strefy cztery ""oczka""."
281;human;Mecz z Zagłębiem był dla młodego napastnika pierwszym oficjalnym spotkaniem w Wiśle Kraków, które rozpoczął w podstawowym składzie. W dodatku zagrał z drużyną z regionu, z którego pochodzi. - Mecz miał dla mnie dodatkowy smaczek. Kiedy stałem w tunelu i słyszałem hymn klubu śpiewany przez tysiące kibiców, poczułem zastrzyk energii. Na pewno było trochę stresu, ale nie za dużo - zapewnia. Przed meczem w składzie było nazwisko Pawła Brożka. Ostatecznie zabrakło go na boisku i Drzazga zajął jego miejsce. O tym, że zagra dowiedział się niedługo przed pierwszym gwizdkiem. - Paweł miał problem z łydką i do końca nie było wiadomo, czy da radę. Dlatego miałem wyjść na rozgrzewkę razem z chłopakami z pierwszego składu - opisuje. Krakowianie prowadzili i byli blisko awansu do górnej ósemki, ale bramka Michala Papadopulosa sprawiła, że zagrają w grupie spadkowej. - Walki, ambicji i charakteru nie można nam odmówić, bo od pierwszej do 90 minuty walczyliśmy o trzy punkty. Byliśmy naprawdę blisko, sędzia nie uznał nam bramki, po strzale Zdenka Ondraszka obrońca wybił piłkę z linii bramkowej. Tak chyba miało być. Ale zostaje siedem kolejek i walczymy o jak najwyższe miejsce - podkreśla Drzazga.
282;human;W sobotę rozegrana została ostatnia kolejka rundy zasadniczej w ekstraklasie. Przed tą serią gier Jagiellonia miała jeszcze szansę na awans do grupy mistrzowskiej. Aby tak się stało potrzebowała wygranej w Gliwicach z Piastem oraz korzystnych wyników w innych spotkaniach. Inne pojedynki ułożyły się po myśli drużyny z Białegostoku. Sama Jagiellonia nie zrobiła jednak najważniejszego. Podopieczni Michała Probierza przegrali 0:2, a to oznacza, że w dodatkowej części sezonu będą rywalizować w grupie spadkowej. Tabela tej grupy, po podziale punktów, wygląda następująco: Białostoczanie nad przedostatnią pozycją, która oznacza spadek, mają zaledwie dwa punkty przewagi. Skład grupy spadkowej może się jednak jeszcze zmienić. Może w niej wylądować Podbeskidzie Bielsko-Biała, a do grupy mistrzowskiej awansować Ruch Chorzów. Ostateczny kształt tabeli może ulec zmianie po decyzji związanej z punktem Lechii. W piątek bowiem zespół z Gdańska odzyskał jeden punkt odjęty wcześniej przez Komisję ds. Licencji Klubowych PZPN. Trybunał Arbitrażowy ds. Sportu przy Polskim Komitecie Olimpijskim wstrzymał wykonanie kary w tym wymiarze nałożonej przez PZPN. Nie jest to ostateczna decyzja.
283;human;"Angielskie media sugerują, że Liverpool chce sprowadzić ""następcę Roberta Lewandowskiego"". Kapitan reprezentacji Polski przeszedł z Lecha Poznań do Borussi Dortmund w 2010 roku, gdy jej trenerem był właśnie Juergen Klopp, obecny szkoleniowiec Liverpoolu. To pod jego skrzydłami Lewandowski stał się najpierw najlepszym napastnikiem w Bundeslidze, a później - już po transferze do Bayernu Monachium - jednym z najlepszych na świecie. Zarówno Klopp o Lewandowskim, jak i były lechita o byłym szkoleniowcu zawsze wypowiadali się w samych superlatywach. Teraz - zdaniem Daily Mirror - niemiecki szkoleniowiec znów chce sięgnąć po napastnika Lecha Poznań, ale 19-letniego Dawida Kownackiego. To sam menedżer Liverpoolu nakazał skautom klubu pilnie obserwować młodego lechitę. Angielskie media piszą, że choć gra on w polskiej drużynie to już interesuje się nim wiele klubów z Bundesligi. Przypominają, że Dawid Kownacki strzelił w tym sezonie siedem goli w 22 meczach, ale debiutował w ekstraklasie w wieku zaledwie 16 lat. Ma na koncie już 65 występów w Lechu, w których strzelił w sumie 13 goli. Dawidem Kownackim rzeczywiście już w jego debiutanckim sezonie w ekstraklasie interesowało się wiele klubów z silniejszych lig. Lechita miał oferty z Bundesligi, ale zdecydował się zostać w Poznaniu i podpisać profesjonalny kontrakt z Lechem. Jego karierę zahamowały jednak liczne kontuzje. W tym sezonie miał już problemy z kolanem, ze stawem skokowym, a teraz leczy uraz pleców, którego doznał w meczu reprezentacji Polski do lat 19 z Holandią. Od poniedziałku powinien jednak wznowić treningi z zespołem Kolejorza i być do dyspozycji na mecze rundy finałowej ekstraklasy. Czy będzie to jego ostatnia runda w barwach poznańskiego klubu? Dawid Kownacki ma ważny kontrakt z Lechem Poznań do czerwca 2017 roku, czyli jeszcze tylko przez następny sezon. Teoretycznie już zimą będzie mógł związać się z nowym pracodawcą, choć władze Kolejorza liczą, że uda im się zarobić na transferze utalentowanego nastolatka. Aby tak się stało Kownacki musiałby jednak odejść już teraz latem lub przedłużyć umowę z Lechem. Serwis ""Transfermarkt"" wycenia Kownackiego na 1,2 mln euro. Taka kwota na pewno nie zadowoliłaby jednak sterników poznańskiego klubu."
